,7h,12h,16h,24h
YAR007C,19.2093,9.21806,9.67101,22.9915
YKR096W,5.5373,5.13079,4.74464,3.54055
YOR120W,13.5975,142.542,327.568,177.854
YMR009W,144.013,145.046,88.292,72.7983
YMR118C,18.4696,20.1247,17.6139,9.75117
YKL122C,83.7244,52.4296,21.0386,12.0599
YOR276W,201.007,181.523,92.6253,59.6407
YML049C,5.92907,6.91772,5.78196,6.4771
YOL075C,5.29751,7.41905,4.20925,4.43091
YML029W,7.27384,10.17,6.20584,4.424
YIR027C,2.18159,4.63703,2.87082,1.93226
YHR178W,7.95609,5.91524,4.85699,3.42094
YGR109C,4.16767,0.242741,0.223041,0.102702
YPL168W,4.25419,6.12465,7.74856,7.42551
YKL106W,30.744,18.9992,13.7975,6.52128
YNL175C,60.4334,45.4042,29.4823,20.1286
YJL026W,161.951,144.889,24.9834,10.1591
YDL183C,8.21326,11.2924,25.2115,32.3793
YLR267W,1.60839,2.41914,2.10994,1.46066
YLR460C,3.19317,4.83017,1.91452,3.14121
YEL058W,47.2123,51.9777,42.745,25.6646
YML054C,11.7615,61.1908,35.5566,35.5604
YJL156C,12.4115,13.0051,12.7275,7.94085
YCR087C-A,91.3727,96.1614,62.0332,42.8165
YMR273C,3.70597,2.95001,3.25546,2.55614
YGL196W,25.2679,20.9263,21.908,24.6083
YDR441C,73.9441,99.7864,61.7849,60.3812
YER016W,14.5238,5.98946,3.12909,4.64608
YPR110C,172.945,156.901,100.623,70.6333
YLR432W,241.368,170.318,50.7061,47.1543
YLR105C,13.6324,12.7376,8.652,5.09042
YHR043C,37.3679,64.2865,46.6082,21.5303
YGL020C,59.6069,62.5635,46.7809,33.3249
YLR071C,11.7402,9.3999,9.31862,7.27294
YHR169W,57.3199,51.0195,36.0587,23.6323
YPR112C,34.0738,26.7428,18.8278,13.8134
YGL018C,22.7432,36.281,24.2745,10.2913
YNR007C,5.81735,11.9792,17.9723,16.1457
YOR304W,6.70608,5.51313,4.71265,3.1864
YBR211C,10.6463,11.3866,10.6279,9.3698
YGR234W,1034.24,1431.06,636.065,328.503
YGR029W,31.6565,46.6816,32.2289,16.9
YIL153W,8.50603,15.387,16.262,9.38142
YLL002W,4.42469,1.86948,0.610091,1.97106
YLR142W,2.83006,9.35293,13.2199,48.2662
YHR067W,8.88679,12.5028,7.88401,5.36039
YBR236C,21.7758,15.9944,9.25304,6.12861
YDL045C,17.1799,22.7995,30.7633,22.7939
YDR059C,13.8415,73.9318,98.3335,156.581
YGL026C,141.502,127.259,65.6007,77.1784
YJL074C,3.7609,1.90971,1.24824,0.695436
YHL026C,58.0803,83.1915,65.8048,76.0659
YOR343W-A,0.133593,0.382965,0,0.018165
YDL154W,1.17722,1.44908,0.827292,0.63102
YOR381W-A,6.39267,3.97181,11.8697,9.58491
YHR051W,141.529,373.655,298.643,192.143
YLR018C,68.1959,93.954,73.7135,42.713
YPL058C,39.7237,40.3082,103.593,226.7
YER001W,73.2828,22.9698,21.3564,31.0293
YBR140C,5.36572,7.29248,3.5413,2.85158
YOR339C,9.59783,20.7882,11.2349,10.5839
YPL135W,958.861,1179.79,1492.42,1475.25
YER056C,793.708,1037.47,1224.17,1115.34
YER101C,6.51582,11.1279,8.47041,6.25745
YJR145C,1586.3,1058.53,568.031,165.107
YER093C-A,10.4682,31.0371,28.6574,37.8194
YGL197W,2.76219,3.5482,1.93022,1.25272
YJR099W,14.3722,16.9967,10.6224,4.29054
YBR187W,246.217,188.426,122.545,77.437
YER153C,0.49556,0.512865,0.580457,0.503159
YFL039C,960.559,716.307,333.837,296.22
YJL052W,3230.92,3723.48,2656.94,1357.48
YJL113W,0.364798,0.284692,0.185768,0.100999
YFL048C,35.235,55.8962,55.8156,40.2054
YJR102C,17.0085,19.1702,8.11859,3.88927
YDR038C,9.45629,10.387,7.02228,8.73497
YOL054W,16.9516,13.8121,11.372,11.8499
YGL172W,21.5071,20.8945,18.3125,20.2714
YOL062C,54.731,57.1898,36.3722,29.3669
YLR260W,6.45429,8.99849,6.08462,6.3537
YKL206C,36.9327,31.3931,21.4485,17.0318
YPR109W,17.1862,34.065,38.427,30.3433
YLL018C-A,53.1178,59.1297,38.4883,19.0067
YMR256C,381.517,2086.12,2557.33,1794.62
YMR120C,525.007,164.003,47.1282,56.2405
YGR200C,50.7144,45.7419,20.9435,16.0549
YLR227W-B,0,0.124601,0,0
YCL036W,41.9493,63.9657,34.3258,17.8849
YNL087W,38.9114,31.552,22.2104,12.9307
YPR088C,35.5667,32.0429,22.751,20.5673
YJL030W,21.9337,12.5618,10.8199,9.64781
YKL004W,122.505,148.521,309.422,330.886
YMR074C,144.953,215.22,147.703,99.0412
YDR307W,9.54642,9.93368,9.08539,7.94859
YER123W,29.6567,24.0449,19.4359,12.1574
YKR098C,14.0924,22.9336,26.4675,23.3364
YLR284C,3.26454,5.27448,2.57087,2.2151
YMR116C,1721.52,1310.22,712.551,345.294
YGR026W,65.5591,58.8536,19.7119,13.9197
YLR175W,179.876,164.656,102.358,77.8289
YJL161W,5.14412,42.2465,60.7407,30.861
YLR006C,5.5602,4.80066,6.4453,9.36028
YJL163C,1.32672,9.96276,19.3901,24.0056
YKL103C,23.5266,26.4057,14.3646,13.375
YNL112W,376.926,593.827,496.795,314.443
YPR047W,6.25683,13.9754,5.05582,2.19298
YGR071C,9.27742,8.16589,4.58795,1.65208
YBR296C,0.058109,0.0510797,0.0702534,0.119183
YJL196C,109.625,200.62,255.761,212.236
YPR051W,41.4521,36.6029,20.6685,11.4475
YKL213C,17.1374,9.06396,5.72731,6.1388
YKL088W,13.5486,10.0658,12.5064,15.0644
YDR025W,2015.17,1366.41,699.171,231.003
YNR062C,5.09338,3.39406,2.1254,1.26214
YNL249C,7.80025,7.99445,6.85119,5.77911
YPL194W,2.55879,1.76265,1.11359,0.416445
YGR287C,9.95165,24.2562,37.1573,78.2391
YMR092C,29.021,33.9766,18.5797,16.2372
YCR047C,37.8493,62.5077,39.7308,33.6808
YJR161C,15.1295,31.8503,21.8245,21.787
YLL046C,0.924905,1.48286,0.590243,1.03226
YMR037C,22.0952,31.2931,30.7666,32.6799
YER006W,85.0309,64.3,41.7068,26.9037
YOR017W,5.12236,5.41867,6.36478,3.83422
YJR069C,55.921,45.261,15.5919,8.05079
YMR309C,99.3382,87.221,42.4119,28.9674
YDR014W,2.96821,1.7457,1.31192,0.741694
YEL042W,87.1007,86.3566,65.8447,71.8416
YDR423C,5.50962,5.65565,5.94607,6.71441
YNR004W,23.1606,32.1129,30.1466,22.6927
YLL005C,3.64198,6.65215,3.77781,1.15863
YMR145C,21.7947,75.0222,323.443,537.008
YNL186W,61.683,52.5126,33.9084,19.7192
YNL074C,57.6471,90.4385,111.08,84.8747
YOR393W,1.76709,13.9705,27.0864,24.83
YLR156W,1.17969,2.46899,1.75066,2.94941
YBL021C,26.3284,36.7731,62.3647,52.4386
YMR296C,84.5264,87.0302,76.2951,55.5532
YPL040C,5.75099,11.2227,6.69474,4.11313
YEL011W,1.25594,5.51263,23.7562,71.2684
YNL024C,28.1771,16.8954,8.0593,12.8578
YBR024W,20.9292,38.4024,24.0073,13.64
YGL048C,47.3111,65.9189,67.7011,86.9376
YDL193W,13.5809,17.1694,20.6087,16.8164
YNR039C,24.024,25.9519,22.5156,20.6936
YGR162W,83.6934,60.3871,27.1402,16.6367
YOL087C,7.30222,6.18961,5.02373,3.38148
YDR259C,5.25129,2.56606,1.54723,4.7649
YEL003W,61.0346,73.5512,34.0745,28.0273
YLR035C-A,1.35358E-06,3.76915E-09,0,0
YBR233W,6.55668,5.50855,3.44725,3.58206
YFL011W,0.12281,0,0,0
YDR111C,21.3163,23.9559,21.4498,11.7689
YBR164C,58.4583,41.6367,17.3006,9.6369
YOL086W-A,168.032,153.069,79.3387,43.4191
YFR045W,3.24446,15.9495,14.7457,10.8057
YPR124W,15.8215,32.136,20.1867,14.5229
YNL062C,44.1292,35.4591,22.545,12.5757
YNL066W,83.1607,48.6387,20.7972,14.7009
YOR046C,58.3685,50.23,23.6969,14.6173
YKL046C,49.4271,74.0978,59.8941,54.7899
YLR283W,9.42003,9.43806,10.5869,6.504
YJL168C,18.1573,14.8278,14.3839,9.62682
YIL111W,135.769,276.594,450.168,385.719
YOR067C,32.8749,34.7047,31.3755,27.7284
YBR012W-B,4.17087,2.17053,0.83552,0.984651
YNR048W,10.3165,11.0863,12.0247,7.31996
YPR095C,4.23576,4.45879,3.52264,2.81806
YGR251W,26.5735,19.5808,17.9145,19.6193
YDL021W,30.2644,16.6471,18.1855,19.8188
YDR268W,7.84655,16.7185,10.6293,4.91582
YDR065W,6.3917,4.99969,5.49347,4.68887
YDL237W,30.5243,55.9267,45.462,31.2499
YER098W,5.88538,8.6592,12.5636,17.3752
YJL144W,1.10823,3.4934,29.8007,269.133
YDR160W,9.736,15.0396,14.243,10.8269
YBL043W,31.088,27.2445,266.526,389.171
YOR188W,8.4431,3.67823,1.94182,1.13261
YBR173C,202.823,267.882,210.426,206.205
YDR135C,24.5605,22.4176,11.0663,15.1362
YHR101C,9.79484,16.0045,17.5593,16.2776
YFL065C,0,0,0,0
YFR012W-A,28.453,34.9051,18.0232,34.2868
YGR020C,487.317,419.925,183.658,69.6051
YKR083C,13.4345,11.9339,6.10346,2.13784
YCL005W,43.6716,52.8437,39.8496,32.9239
YGR204C-A,22.3021,131.127,790.561,385.159
YJL186W,24.197,29.2653,35.1588,27.2003
YNL113W,263.819,234.908,161.48,92.6446
YGL065C,14.8655,11.7505,4.58773,1.93297
YNL189W,83.4535,81.5881,48.038,32.4837
YMR158W,27.131,46.3757,45.3604,29.306
YPL214C,98.0019,123.734,42.1557,27.9944
878,9.20027,10.1885,10.2189,7.95519
YCR075W-A,49.9184,56.15,30.5481,20.5138
YLR173W,4.95353,14.9196,19.235,14.5971
YNR001C,56.0433,107.428,399.318,633.016
YNL090W,30.3229,20.31,6.20762,2.93151
YCL061C,3.76519,1.10257,0.560585,0.211276
YIL024C,22.4031,43.8524,51.5134,27.1912
YLR115W,6.64832,3.73392,2.9496,2.32734
YMR065W,2.28193,2.76916,1.93684,0.97661
YOR329C,11.6606,7.696,7.3284,6.18762
YBR168W,7.06033,11.4082,7.18901,4.4058
YLR017W,85.8347,99.7148,76.2047,50.9954
YER077C,6.12978,7.60303,5.30891,1.88329
YAR018C,13.4037,5.9006,1.42727,0.878363
YHR214C-E,0.398602,4.9838,0.772022,0.952585
YDR308C,52.3385,40.1633,12.7613,3.47399
YPL141C,7.79576,2.10493,1.00794,0.687302
YKL163W,193.384,1705.57,3667.75,2435.67
YBL018C,52.9554,44.595,24.7601,27.5976
YDR482C,39.08,56.9851,49.4541,47.7849
YLR352W,5.03071,10.7804,9.61367,10.0184
YEL059C-A,54.7668,76.4362,36.5449,24.187
YLR200W,54.8995,50.6836,23.7659,20.387
YLR155C,10.8636,21.4871,15.7802,14.9722
YML043C,30.7132,27.6138,26.0167,22.2445
YDR034C-D,0.605125,0.41095,0.54149,0.23773
YIR020C,31.4263,13.08,5.31184,4.68132
YJL147C,6.76925,7.07437,8.31368,5.63964
YDL126C,91.6531,140.225,132.965,150.453
YDR523C,0.692627,0.744961,0.836572,0.844029
YGR028W,13.0147,25.007,24.568,17.6291
YJL141C,1.94794,4.1563,16.2295,28.5942
YPL162C,19.7837,18.8199,17.3286,12.1999
YDR530C,27.2418,54.0045,52.8015,31.7851
YKR035W-A,31.1763,30.4376,32.2169,33.5671
YLR197W,164.935,144.541,87.1465,68.1922
YDL186W,22.3887,27.4072,18.2365,24.1691
YBR096W,98.114,133.808,63.6883,36.6604
YPR166C,38.971,64.5016,70.2579,31.725
YPL005W,2.58653,4.06755,5.14317,3.73269
YIL057C,0,0.230752,0.51527,1.27096
YLR341W,4.54879,4.76321,4.68496,2.82158
YDL039C,569.767,296.797,84.2769,204.713
YFL029C,7.10659,8.39464,4.32579,2.22316
YDL077C,3.28469,2.71133,1.64367,1.04299
YIL056W,51.9435,81.4337,101.292,96.5505
YHR189W,6.16071,14.358,12.328,10.2945
YOR047C,27.0417,12.8123,8.36676,11.1824
YMR004W,9.73011,9.34247,6.80406,9.20484
YNR012W,32.5134,41.4268,22.2584,14.8744
YLR237W,919.322,1943.55,1038.28,67.4918
YDR300C,44.1524,31.4791,20.6657,15.8528
YPR073C,63.5403,41.0684,22.1729,10.7382
YDR312W,11.1073,10.872,5.06304,3.067
Q0250,2.13638,2.93626,4.321,9.20229
YNL236W,9.50283,8.22784,5.33231,4.64436
YDR322C-A,150.065,382.573,372.145,110.722
YMR070W,19.5571,24.5092,16.0439,9.7447
YDR342C,5.56745,40.8606,750.682,1209.07
YBR114W,18.6905,24.8022,29.2414,31.2605
YMR207C,5.54805,6.15184,1.6952,1.39092
YBL023C,9.3089,8.2936,6.26448,5.75451
YPR018W,4.63169,2.24965,1.25803,1.30876
YGL116W,8.2414,2.39968,1.57774,1.98458
YKR082W,18.3892,13.2151,7.62662,4.79931
YKL149C,13.1908,8.52533,4.76895,4.8249
YLR192C,137.843,127.796,58.7128,38.0893
YBR176W,21.5986,26.3213,19.5339,21.483
YLR097C,13.9325,17.8776,18.5938,14.9107
YBL055C,26.1971,33.3147,25.8187,19.8938
YGL135W,2713.13,1992.94,1163.02,356.517
YKL205W,21.742,18.0093,11.9507,6.39295
YHR214C-C,0,0,0,0
YLR227C,13.0703,17.462,19.2101,17.5468
YER096W,0.450071,0.709477,2.6293,10.9669
YCL026C-B,569.568,681.265,336.586,226.373
YKR097W,1.64792,2.56174,4.79513,11.8953
YLR189C,5.23212,5.18751,10.168,11.9052
YDR498C,19.3172,16.3004,12.3778,8.19562
YPL263C,21.4731,18.8484,10.1646,5.4729
YPR115W,4.26504,5.99616,8.59054,9.50512
YPL126W,78.3941,69.8472,43.043,30.1931
YDL140C,34.2136,33.8748,25.6897,27.1506
YLR464W,0,0,0,0
YJL077W-A,0,0,0,0
YPL093W,213.095,183.643,110.463,77.1113
YPL249C,3.44441,2.63627,1.91952,2.09595
YNL284C,25.1272,47.6097,55.4147,38.4499
YIL128W,12.473,11.824,4.53881,3.229
YPR057W,12.4972,10.0265,10.3691,7.53287
YGL220W,185.853,249.005,105.871,78.0443
YOL102C,17.7545,9.59753,5.05114,3.37093
YBR153W,38.119,40.0061,20.9694,12.663
YBR247C,59.0783,52.6121,32.1566,21.2898
YJL053W,18.2875,16.6374,13.9824,16.6885
YBR286W,132.596,232.026,58.5141,25.217
YOL083W,1.94469,7.82316,4.88111,2.27787
YLR386W,8.08102,4.77991,4.52419,2.79295
YDR492W,250.642,595.548,612.045,441.613
YLR072W,9.40234,12.2843,7.30622,6.25351
YLR342W,175.079,243.269,233.608,261.837
YOL011W,34.3953,34.6185,47.0621,143.283
YNL096C,880.541,620.331,299.644,108.893
YJL025W,40.9039,47.9684,31.3487,10.8483
YGL160W,33.1972,72.6132,42.3495,23.8415
YOR069W,8.02279,6.16918,4.67818,3.44041
YER106W,0.121426,0.130102,0.582238,2.39848
YML007C-A,11.975,20.0684,131.045,187.225
YGR027W-B,0.565293,0.273909,0.0374906,0.29141
YGL206C,26.3799,23.2901,7.7973,4.14196
YGL053W,5.77803,3.87049,7.47453,18.3683
YLR256W-A,1.84471E-06,0,0,0
YBR031W,1011.94,883.287,582.372,434.567
YIL076W,55.6808,36.118,17.1341,8.9249
YKL201C,58.4281,49.3925,34.4071,21.0719
YOR213C,31.1031,31.6876,30.711,28.6
YEL076C-A,0,0,0,0
YPL196W,15.248,17.069,12.7312,9.57547
YNR057C,7.48241,8.95069,2.74693,1.83364
YOL152W,7.21879,8.10776,11.1089,17.8706
YGL011C,84.5273,128.874,146.959,170.968
YDL177C,16.4471,22.3716,22.4976,16.4579
YMR139W,7.35247,13.4315,13.3869,17.0833
YDR049W,12.7467,9.23582,6.76833,4.56981
YOL068C,36.5076,31.8267,38.6062,40.5494
YPL241C,10.0489,2.40642,0.67496,5.55348
YGR282C,1007.85,1249.57,1793.96,1253.52
YDR122W,2.80474,5.58065,7.40249,7.69089
YPL020C,4.44014,4.2202,3.99735,4.37669
YOL086C,3091.74,2322.4,1127.12,620.206
YER188C-A,5.3195,6.9703,3.40305,5.45081
YMR102C,9.77247,5.81069,20.288,37.0771
YOR334W,53.3855,94.5121,70.612,46.2048
YDR326C,23.3192,14.9455,6.5021,4.69639
YCR030C,13.346,17.4889,9.54069,5.55955
YDL075W,2109.14,1193.43,610.312,212.013
YMR050C,3.0011,2.46262,0.90418,0.461694
YJR139C,240.116,143.118,78.6236,80.9786
YFR020W,10.124,11.7923,17.1572,39.741
YLR430W,7.71358,7.82824,4.54705,3.58189
YDL132W,15.1759,12.1215,8.66322,10.4916
YNL129W,11.3078,7.83211,3.29057,3.1913
YDR182W,26.4975,22.2573,26.1453,18.5139
YOR048C,16.2439,15.4609,11.411,14.3025
YLR182W,12.9987,6.70282,5.81973,4.82607
YAL034W-A,4.01335,2.34038,1.07754,0.594722
Q0075,0.110414,0,0,0.155149
YDL007C-A,4.3742,4.01129,2.0231,1.66855
YGL032C,0.837995,2.48962,1.73385,0.799701
YLR042C,1.66674,1.65743,0.659434,0.625093
YDL067C,1144.57,2038.96,2874.07,1659.43
YJL082W,24.8301,29.2302,65.4071,86.2469
YGR010W,19.3427,16.7222,10.9647,12.1888
YER145C,48.7975,313.268,140.225,68.2863
YJL073W,11.35,10.962,8.97173,6.6312
YGL210W,34.7477,29.2271,13.3375,10.5887
YER007C-A,105.228,87.7854,30.8924,15.5546
YER091C,1374.05,828.047,186.554,177.478
YDR335W,11.7566,9.55155,7.15717,8.62518
YLR125W,8.66061,6.94465,8.74071,8.54075
YDR379W,5.70891,6.17961,4.95302,3.39155
YMR314W,64.5808,104.515,100.735,124.233
YBL080C,2.49813,4.73969,4.23089,1.20911
YER137C-A,0.269723,1.52665,0.239217,0.0894336
YOL155W-A,3.16889,2.47769,2.9418,3.16963
YNL045W,31.7014,26.0106,6.87252,3.68446
YOL126C,2.24094,15.238,21.8703,32.8063
YMR146C,222.324,215.573,100.893,58.0929
YAL021C,35.8632,28.9427,11.2345,6.15011
YHR152W,29.4805,13.5061,11.9244,11.7292
YLR024C,1.00652,1.53226,2.14338,2.74908
YOR154W,20.9006,16.9071,8.90094,4.62175
YNR075W,2.07336,2.89988,2.49885,1.93898
YDR050C,2197.19,1234.05,429.102,299.689
YER117W,2595,1814.79,832.234,207.748
YKR101W,4.88706,3.7985,5.42477,8.27313
YBR230W-A,44.6472,142.393,27.7171,34.1957
YBR299W,4.77056,16.6964,27.009,17.2272
YIL093C,22.9774,35.5457,39.6341,23.3159
YJR014W,89.4501,84.3739,63.1818,40.4447
YBL092W,3725.83,2132.11,1278.65,424.04
YML007W,18.6114,30.8637,47.1877,52.1323
YGL192W,4.62163,6.2573,8.97452,6.73056
YDR281C,44.7671,9.89796,7.09541,13.1703
YOL097W-A,13.5707,15.9541,9.90948,11.9032
YOR119C,27.5445,20.5811,23.5871,18.9962
YIR010W,10.3029,7.12408,4.89905,2.16589
YMR247C,8.47317,9.84464,5.42545,5.1617
YIL166C,4.51919,6.58089,4.38158,2.38067
YIR007W,8.00009,7.76829,3.94631,2.34611
YNL325C,2.77968,2.4575,1.59892,0.825763
YLR281C,3.96775,7.15867,6.80405,7.5233
YHR028C,12.6292,31.9654,30.6681,25.0306
YLR180W,832.02,648.61,618.444,468.281
YPR037C,29.351,47.1413,19.0003,14.2524
YOR324C,6.4524,8.66909,13.058,11.8646
YIL115C,11.4774,9.19159,5.90173,3.70929
YKL002W,35.9671,42.517,41.6221,35.2641
YOR258W,7.68603,6.67147,6.39697,4.77079
YDR085C,2.52273,8.03239,9.62338,6.04936
YMR228W,10.5225,16.8688,10.5424,8.51541
YER154W,15.2549,28.7763,21.7566,17.3143
YDR181C,7.14799,4.56313,3.06053,2.50723
YOL067C,17.8754,22.9547,31.2514,30.5406
YER180C-A,25.3889,22.4881,19.2194,10.5954
YMR131C,151.252,131.396,74.2493,45.3401
YPL155C,5.55338,2.89779,3.36737,7.32564
YER152C,6.90608,8.84128,6.46221,7.14009
YBR151W,134.361,188.824,171.805,116.781
YDR305C,18.8105,16.9964,9.477,3.91265
YIR005W,18.2456,13.9871,11.9088,9.15012
YBL103C,20.2751,11.593,11.6042,13.4411
YLR414C,42.4527,41.7411,37.4145,29.586
YHR106W,21.4545,36.2637,60.0727,47.4346
YLR342W-A,23.028,29.6737,39.5767,38.6239
YDR034C-C,2.93755,3.89924,1.87224,1.9165
YLR186W,147.127,142.19,89.1137,58.7081
YIL119C,13.0535,11.8981,28.0411,73.0314
YKL098W,18.6948,22.7449,18.0562,11.7916
YGR143W,17.573,27.3532,37.9413,34.1474
YLR303W,1081.64,260.904,20.7177,37.0491
YHR216W,15.2151,2.84917,0.415082,0.661762
YBL059W,6.46093,8.42877,12.0718,11.8672
YNL071W,87.2345,116.379,39.2225,18.6261
YDR144C,22.0242,9.12456,3.01352,2.08618
YMR318C,198.937,249.675,159.018,168.778
YLR154C-H,133.494,189.575,510.57,649.752
YER138C,5.04859,3.54862,0.277308,0.266342
YMR198W,3.20926,1.20501,1.22426,1.73388
YMR087W,5.89531,11.3806,5.97436,4.89785
YNR059W,8.15764,6.09735,3.25277,3.12224
YKL193C,12.5928,13.8013,8.33131,6.95011
YJL148W,141.182,118.868,69.9294,32.8006
YHR070W,41.5321,42.2725,26.2009,16.8588
YMR100W,8.91755,10.3503,12.0254,17.6486
YBR240C,81.9947,95.8794,34.041,4.22803
YPR187W,403.749,314.048,188.245,89.1391
YHR214C-D,1.23869,1.05597,1.44048,0.658021
YNL208W,292.934,787.647,395.394,193.555
YDL031W,21.3544,18.1726,11.5028,8.68836
YER159C-A,0.491945,0.222419,1.34409,7.61719E-08
YIR013C,0,0.907242,1.65817,1.45986
YLR443W,22.8315,26.9998,36.9918,21.4838
YOR391C,5.22799,90.3336,47.8833,25.0703
YDR082W,10.5384,10.5418,11.7473,8.98858
YAL064W-B,0,0,0,0
YGR238C,5.41597,5.23906,11.8474,12.3779
YNR043W,274.178,324.123,95.0913,76.0928
YML046W,13.3871,11.0989,10.0113,6.89685
YOR113W,2.55081,3.94495,4.93412,5.08166
YGL006W-A,0,0,0,0
YHR086W-A,2.3177,4.90556,0,2.24685
YLR220W,69.8123,78.2245,106.055,89.0717
YGL173C,17.8862,15.2341,10.5194,14.3937
876,12.6513,12.8427,9.92113,8.13328
YOR270C,175.834,177.577,133.706,105.062
YGL117W,57.9566,24.3239,37.6129,49.3531
YLR264W,2619.3,1589.66,707.459,285.884
YCR066W,5.649,3.85554,2.2437,0.930688
YGL094C,11.1876,7.32871,7.45093,7.65927
YMR276W,20.4201,27.0983,36.6871,29.0748
YFL026W,3.36234,6.19461,5.87241,3.4117
YKL090W,6.3629,5.84022,5.99156,6.61372
YDR089W,10.1167,6.0222,7.30756,5.88935
YFR053C,16.8152,175.948,1017.13,1119.83
YMR203W,122.105,142.409,77.1725,62.8354
YLL039C,63.2091,283.477,425.79,441.135
YBL008W,6.55341,7.3962,5.89295,4.99926
YBL026W,200.833,157.2,122.697,70.8876
YMR210W,19.239,28.5895,26.259,19.6239
YML001W,63.2789,48.8177,29.3197,21.7173
YJL143W,229.22,300.616,273.49,251.55
YJL079C,340.709,707.245,428.994,184.816
YJL203W,8.97748,7.55533,4.9771,8.15908
YOR131C,31.7151,29.6885,17.6621,11.9859
YML028W,1002.66,1879.03,263.289,140.789
YHR191C,27.4035,24.0289,16.1306,6.80222
YIR024C,7.17491,10.2696,7.08683,10.5915
YDL149W,0.987074,3.31292,5.3657,4.90186
YFL034C-B,18.0276,12.7916,8.81265,7.76901
YJR065C,72.2957,66.4602,40.6179,29.5496
YNL125C,40.5369,74.81,152.818,144.813
YOR298W,1.5612,0.972501,3.17464,9.82165
YNL333W,10.3139,24.7841,2.27883,1.47537
YMR260C,411.226,271.185,173.77,95.41
YGR169C-A,92.0668,67.8063,75.6447,68.1947
YHR060W,13.5595,12.0029,4.48226,1.10229
YBR170C,8.84702,16.4137,19.147,23.047
YNR067C,19.737,23.4045,1.64858,1.00475
YGR132C,53.6135,136.265,135.017,104.225
YOR374W,2.56924,64.6292,66.7067,82.0182
YER081W,135.249,78.1528,83.3274,138.277
YJL155C,2.89788,4.40318,14.3487,16.556
YER033C,2.08204,2.06505,3.54354,5.23126
YHR021C,6101.4,5088.27,3041.87,1834.14
YDL192W,420.641,323.881,129.021,79.1202
YPL089C,17.126,11.9857,14.7606,10.81
YPL018W,8.61577,31.6516,54.1051,68.8633
YKL166C,20.0363,20.244,14.1714,12.3067
YGR123C,44.685,49.7685,26.844,20.9335
YIL072W,1.86808,4.48828,3.81142,1.77133
YNL012W,0.5365,3.44119,2.97812,3.15772
YPL054W,1.07164,4.57171,5.49187,6.78858
YGL201C,11.1236,14,13.1813,11.0372
YBR219C,0,0,0,0
YKR049C,22.3909,255.58,62.8524,24.221
YER114C,18.6796,15.1469,12.4004,9.66387
YKL087C,35.8481,109.284,190.686,115.858
YIL042C,3.99685,6.28938,8.56391,6.30147
YMR149W,101.718,110.864,83.3272,64.8632
YOL096C,7.07967,15.892,4.9586,2.59758
YLR368W,12.0847,11.9197,11.0091,6.80643
YDL155W,26.9355,16.5204,15.827,11.4377
YBL006C,49.7687,62.4989,45.4452,35.6597
YOL155C,411.755,575.414,166.325,119.695
YHR075C,5.84389,12.5162,13.9853,11.1482
YPL161C,4.95447,3.65426,2.147,0.963158
YLR410W-A,0.308144,1.13034,1.77843,1.81813
YIL129C,3.59706,5.47178,3.4912,3.7046
YOL048C,2.09312,3.03133,49.2973,141.431
YDL223C,0.610112,1.15008,0.706556,0.572551
YLR388W,5294.25,2897.59,1386.73,386.154
YPR063C,326.688,339.036,136.854,84.8419
YLR457C,6.58462,3.90002,5.47137,5.43649
YEL073C,75.6869,205.832,108.907,64.3856
YKR056W,51.091,50.9722,35.5059,26.3671
YGL131C,2.73674,2.28071,1.90589,1.69789
YNR015W,23.7001,19.6679,12.5864,18.7171
YHL024W,1.81736,8.70045,14.2881,30.9471
YDR298C,110.866,254.171,250.192,98.4958
YGR247W,8.39737,12.7373,8.15244,13.0025
YDL164C,10.3122,4.52267,1.82782,0.762167
YNL224C,3.30855,3.26935,2.25939,3.48235
YGR113W,13.1517,6.37762,3.39094,1.50667
YBR131W,4.90606,3.80872,3.17243,2.32046
YGL228W,30.7229,46.473,45.0558,38.0709
YDR466W,11.499,9.70515,8.80964,5.47583
YDR333C,15.2446,13.8528,13.0281,14.5616
YGL153W,9.16243,9.0126,10.3691,7.09618
YJL088W,371.708,204.611,188.206,253.734
YGL003C,14.2204,15.961,19.0614,21.1606
YHR174W,2238.98,225.722,20.5757,18.4974
YHR069C,90.3738,82.2813,60.0491,40.3848
YOL108C,8.3949,8.08331,13.3762,23.473
YKR010C,6.07854,4.27295,2.9309,2.89311
YGL143C,4.81563,10.157,4.21856,1.98693
YDR113C,14.0521,3.63684,2.96232,7.76344
YDR039C,5.54995E-10,0.351681,0.68176,0
YNR029C,25.5833,23.5509,15.9264,6.52503
YAR008W,28.5544,14.4344,8.99258,10.6161
YKL059C,12.3445,12.8268,13.9318,17.0248
YNL056W,37.9118,38.5398,31.2693,20.253
YDR007W,70.8223,94.0222,88.6381,70.8887
YML118W,1.46245,3.38586,4.65363,7.23879
YKL014C,13.3851,10.707,3.98027,2.55837
YKL132C,6.34115,9.14253,20.34,44.0524
YJR111C,58.8956,38.364,30.2799,18.1733
YMR076C,6.66208,1.31192,0.596663,0.385813
YGL242C,51.526,22.7795,6.96594,4.22487
YNL077W,5.99052,7.41675,29.495,86.2404
YML012W,190.265,155.568,68.4944,45.0778
YAL020C,4.96858,7.52984,4.94091,4.92275
YNL282W,23.1004,16.986,12.0264,6.40309
